"","Year","Rank","Teams","Conf","WinLoss","AdjustedEM","AdOfE","AdOfER","AdDeE","AdDeER","AdTempo","AdTempoR","Luck","LuckRank","AdSoS","AdSoSR"
"610",2004,"283","Cleveland St.","Horz","4-25","-12.53","93.5","297","106.0","210","69.3","42","-.110","320","+1.62","130"
"611",2004,"284","Lamar","Slnd","11-18","-12.63","97.2","265","109.8","285","73.5","2","-.041","256","-6.69","263"
"612",2004,"285","UMBC","AE","7-21","-12.88","94.1","293","107.0","237","63.0","272","-.130","323","-7.34","273"
"613",2004,"286","IPFW","ind","3-25","-12.89","97.8","257","110.7","296","64.4","218","-.038","248","+3.21","107"
"614",2004,"287","Wofford","SC","9-20","-12.98","98.7","242","111.7","307","70.7","19","+.028","94","+0.24","151"
"615",2004,"288","Radford","BSth","12-16","-13.01","96.0","279","109.0","275","65.9","164","-.010","192","-8.95","296"
"616",2004,"289","Jacksonville","ASun","13-15","-13.11","97.2","267","110.3","291","67.6","96","+.103","9","-6.58","262"
"617",2004,"290","Southern","SWAC","12-16","-13.49","96.6","275","110.0","288","68.0","84","-.078","302","-13.33","322"
"618",2004,"291","Jackson St.","SWAC","12-17","-13.87","88.4","314","102.2","147","68.2","78","-.008","186","-11.06","312"
"619",2004,"292","Marist","MAAC","6-22","-13.91","93.1","301","107.0","239","64.0","233","-.047","263","-3.62","231"
"620",2004,"293","New Hampshire","AE","10-20","-14.06","93.5","296","107.6","249","64.1","228","-.033","242","-8.53","290"
"621",2004,"294","Long Beach St.","BW","6-21","-14.09","96.2","278","110.3","290","65.3","183","-.008","185","-0.71","177"
"622",2004,"295","Hartford","AE","12-17","-14.16","95.6","286","109.7","284","64.0","235","+.041","67","-7.12","271"
"623",2004,"296","Stony Brook","AE","10-20","-14.69","95.4","287","110.1","289","64.0","236","+.016","129","-8.12","285"
"624",2004,"297","Morgan St.","MEAC","11-16","-14.78","96.4","277","111.2","301","68.2","71","+.008","149","-11.24","313"
"625",2004,"298","Texas Southern","SWAC","14-15","-15.39","87.9","315","103.3","165","69.2","46","+.004","157","-13.94","325"
"626",2004,"299","Grambling St.","SWAC","11-18","-15.43","93.4","298","108.9","272","69.1","48","-.041","257","-10.06","308"
"627",2004,"300","Quinnipiac","NEC","9-20","-15.58","98.2","250","113.8","320","69.8","32","-.067","290","-9.49","303"
"628",2004,"301","Norfolk St.","MEAC","12-17","-16.07","92.3","303","108.4","261","63.2","266","+.022","109","-13.62","324"
"629",2004,"302","Alabama A&M","SWAC","13-17","-16.33","95.3","288","111.6","305","69.6","36","+.038","73","-13.43","323"
"630",2004,"303","LIU Brooklyn","NEC","8-19","-16.60","92.8","302","109.4","281","71.0","14","+.006","153","-9.11","297"
"631",2004,"304","Western Illinois","MCon","3-25","-17.12","95.8","280","112.9","316","67.3","109","-.057","276","-0.87","181"
"632",2004,"305","UNC Asheville","BSth","9-20","-17.15","93.4","299","110.6","295","65.1","191","+.027","98","-3.58","229"
"633",2004,"306","Lipscomb","ASun","7-21","-17.50","96.8","271","114.3","324","66.2","145","-.032","241","-4.27","239"
"634",2004,"307","Harvard","Ivy","4-23","-18.14","90.0","311","108.1","256","70.8","18","-.046","261","-4.46","242"
"635",2004,"308","Charleston Southern","BSth","6-22","-18.21","90.6","308","108.8","271","61.3","306","-.110","319","-6.96","269"
"636",2004,"309","Howard","MEAC","6-22","-19.39","87.4","318","106.8","234","65.9","166","-.083","307","-12.28","321"
"637",2004,"310","Albany","AE","5-23","-19.86","87.6","317","107.4","247","62.5","284","-.055","274","-9.16","298"
"638",2004,"311","FIU","SB","5-22","-20.85","84.0","321","104.8","186","62.1","291","-.015","201","-1.14","184"
"639",2004,"312","Alcorn St.","SWAC","11-18","-20.96","91.9","304","112.9","315","67.5","105","+.074","27","-11.69","315"
"640",2004,"313","Bethune Cookman","MEAC","8-21","-21.96","90.2","309","112.1","311","63.4","260","+.004","159","-11.99","319"
"641",2004,"314","Campbell","ASun","3-24","-22.61","91.7","305","114.3","325","73.1","5","-.009","190","-4.03","234"
"642",2004,"315","Loyola MD","MAAC","1-27","-23.48","89.5","312","113.0","318","66.0","157","-.039","252","-4.17","236"
"643",2004,"316","Savannah St.","ind","4-24","-23.73","85.3","320","109.0","274","70.9","17","+.015","132","-2.04","201"
"644",2004,"317","Nicholls St.","Slnd","6-21","-24.00","90.2","310","114.2","323","66.0","156","-.030","236","-6.46","260"
"645",2004,"318","The Citadel","SC","6-22","-24.04","86.7","319","110.8","297","63.2","264","+.002","167","-2.36","213"
"646",2004,"319","Dartmouth","Ivy","3-25","-24.48","87.8","316","112.3","312","62.0","295","-.040","254","-7.17","272"
"647",2004,"320","VMI","BSth","6-22","-24.63","83.3","322","108.0","254","64.1","227","+.014","134","-6.23","259"
"648",2004,"321","Prairie View A&M","SWAC","7-20","-24.63","89.2","313","113.8","321","66.4","137","+.063","39","-9.40","299"
"649",2004,"322","Maryland Eastern Shore","MEAC","8-21","-24.91","91.0","307","115.9","326","61.4","303","+.057","44","-11.84","317"
"650",2004,"323","North Carolina A&T","MEAC","3-25","-26.66","76.8","325","103.4","167","73.1","4","-.069","291","-8.91","294"
"651",2004,"324","Navy","Pat","5-23","-27.26","81.9","323","109.2","277","66.1","150","-.027","231","-6.00","257"
"652",2004,"325","Army","Pat","6-21","-30.49","77.9","324","108.4","264","61.8","296","+.001","169","-10.65","311"
"653",2004,"326","Arkansas Pine Bluff","SWAC","1-26","-36.33","76.2","326","112.5","314","67.3","113","-.013","197","-8.50","289"
"654",2005,"1","North Carolina 1","ACC","33-4","+32.77","122.5","2","89.7","5","73.1","7","+.011","135","+11.64","2"
"655",2005,"2","Illinois 1","B10","37-2","+32.68","122.3","3","89.6","4","64.1","249","-.007","179","+8.16","28"
"656",2005,"3","Duke 1","ACC","27-6","+27.41","115.7","13","88.3","2","68.3","81","-.002","167","+10.89","6"
"657",2005,"4","Louisville 4","CUSA","33-5","+25.78","118.8","8","93.0","20","66.3","154","+.045","67","+6.42","57"
"658",2005,"5","Michigan St. 5","B10","26-7","+25.67","119.7","6","94.0","28","66.4","150","-.013","194","+7.89","33"
"659",2005,"6","Oklahoma St. 2","B12","26-7","+25.02","121.2","4","96.2","50","66.2","160","-.015","204","+9.59","15"
"660",2005,"7","Villanova 5","BE","24-8","+25.02","114.7","19","89.7","6","67.0","126","-.054","285","+9.16","17"
"661",2005,"8","Wake Forest 2","ACC","27-6","+24.86","124.3","1","99.5","89","68.9","56","+.046","65","+10.94","4"
"662",2005,"9","Kentucky 2","SEC","28-6","+24.10","113.0","29","88.9","3","66.6","142","+.032","94","+8.85","21"
"663",2005,"10","Florida 4","SEC","24-8","+23.93","116.4","11","92.5","16","65.2","207","-.027","239","+7.13","40"
"664",2005,"11","Kansas 3","B12","23-7","+23.08","115.6","15","92.5","18","66.5","147","+.008","145","+10.45","8"
"665",2005,"12","Oklahoma 3","B12","25-8","+22.55","114.4","21","91.8","12","65.4","201","-.006","175","+7.68","34"
"666",2005,"13","Arizona 3","P10","30-7","+22.22","116.7","10","94.5","30","68.6","75","+.027","104","+8.12","30"
"667",2005,"14","Washington 1","P10","29-6","+22.18","120.6","5","98.4","80","71.9","14","+.060","43","+8.61","23"
"668",2005,"15","Connecticut 2","BE","23-8","+21.94","112.1","38","90.2","10","70.6","28","-.031","246","+8.52","25"
"669",2005,"16","Syracuse 4","BE","27-7","+20.98","115.6","14","94.7","33","65.8","180","+.002","155","+6.29","60"
"670",2005,"17","Wisconsin 6","B10","25-9","+20.81","112.0","39","91.2","11","62.8","291","+.042","71","+10.24","9"
"671",2005,"18","Alabama 5","SEC","24-8","+20.51","118.8","9","98.3","78","62.8","292","+.033","92","+6.84","45"
"672",2005,"19","Cincinnati 7","CUSA","25-8","+20.43","112.5","33","92.0","14","68.0","89","-.006","177","+5.48","71"
"673",2005,"20","Utah 6","MWC","29-6","+20.33","113.1","28","92.7","19","59.1","325","+.032","95","+3.60","101"
"674",2005,"21","Utah St. 14","BW","24-8","+19.62","116.0","12","96.4","52","61.1","311","-.094","320","-2.48","201"
"675",2005,"22","Georgia Tech 5","ACC","20-12","+19.23","109.2","66","90.0","8","68.6","68","-.038","259","+10.91","5"
"676",2005,"23","North Carolina St. 10","ACC","21-14","+18.93","115.0","17","96.1","47","63.1","282","-.062","295","+10.05","11"
"677",2005,"24","Pittsburgh 9","BE","20-9","+18.41","114.8","18","96.3","51","64.0","254","-.057","287","+5.63","69"
"678",2005,"25","Boston College 4","BE","25-5","+18.30","114.3","23","96.0","46","64.8","226","+.078","24","+6.60","51"
"679",2005,"26","Gonzaga 3","WCC","26-5","+17.88","119.3","7","101.4","135","67.1","124","+.012","131","+3.46","103"
"680",2005,"27","Iowa 10","B10","21-12","+17.17","111.9","40","94.7","35","68.1","87","-.034","251","+9.51","16"
"681",2005,"28","Texas 8","B12","20-11","+17.01","114.1","24","97.1","61","66.5","146","-.051","279","+6.62","50"
"682",2005,"29","Southern Illinois 7","MVC","27-8","+16.75","109.1","69","92.4","15","63.4","271","+.015","122","+6.10","63"
"683",2005,"30","Ohio St.","B10","20-12","+15.82","109.7","59","93.9","23","65.5","194","-.067","301","+5.63","68"
"684",2005,"31","New Mexico 12","MWC","26-7","+15.54","112.8","30","97.3","63","65.4","196","-.002","165","-0.46","163"
"685",2005,"32","Texas Tech 6","B12","22-11","+15.47","110.3","50","94.8","36","69.0","55","+.037","81","+8.93","20"
"686",2005,"33","Vanderbilt","SEC","20-14","+15.31","111.0","49","95.7","43","65.8","179","-.053","283","+6.82","47"
"687",2005,"34","Mississippi St. 9","SEC","23-11","+15.25","109.3","65","94.0","27","68.1","88","+.038","78","+6.49","55"
"688",2005,"35","West Virginia 7","BE","24-11","+15.00","114.1","25","99.1","88","63.6","265","+.082","19","+9.14","18"
"689",2005,"36","Milwaukee 12","Horz","26-6","+14.69","110.1","52","95.4","38","68.8","59","+.079","22","+2.31","120"
"690",2005,"37","Maryland","ACC","19-13","+14.62","109.3","64","94.7","32","74.5","2","-.034","250","+8.07","31"
"691",2005,"38","George Washington 12","A10","22-8","+14.41","109.9","56","95.5","40","70.8","25","-.013","197","+0.49","148"
"692",2005,"39","Creighton 10","MVC","23-11","+14.33","114.3","22","100.0","104","63.1","285","-.033","248","+4.44","89"
"693",2005,"40","Pacific 8","BW","27-4","+14.08","114.5","20","100.5","115","63.6","263","+.091","13","+0.66","146"
"694",2005,"41","Minnesota 8","B10","21-11","+14.06","104.0","143","89.9","7","67.3","114","+.016","121","+6.18","61"
"695",2005,"42","LSU 6","SEC","20-10","+13.80","113.9","26","100.1","106","66.7","131","+.070","31","+7.49","36"
"696",2005,"43","Vermont 13","AE","25-7","+13.53","111.3","46","97.8","72","64.7","230","+.032","96","-1.71","186"
"697",2005,"44","Air Force","MWC","18-12","+13.40","112.2","35","98.9","83","54.3","329","-.084","314","+2.63","115"
"698",2005,"45","Northern Iowa 11","MVC","21-11","+13.36","112.2","37","98.9","85","64.5","233","-.035","254","+5.44","72"
"699",2005,"46","Texas A&M","B12","21-10","+13.34","112.3","34","98.9","86","64.9","219","+.007","146","+4.05","94"
"700",2005,"47","Wichita St.","MVC","22-10","+13.15","113.6","27","100.5","116","64.4","234","-.013","195","+4.74","83"
"701",2005,"48","Iowa St. 9","B12","19-12","+13.02","103.1","159","90.1","9","66.8","130","+.003","152","+7.22","39"
"702",2005,"49","Saint Joseph's","A10","24-12","+13.01","106.9","98","93.9","26","61.6","306","+.019","115","+3.55","102"
"703",2005,"50","South Carolina","SEC","20-13","+12.73","110.2","51","97.5","67","64.0","255","-.017","206","+6.91","44"
"704",2005,"51","UAB 11","CUSA","22-11","+12.51","109.2","67","96.7","55","71.0","24","-.001","161","+4.75","82"
"705",2005,"52","Georgetown","BE","19-13","+12.45","112.2","36","99.8","97","59.2","324","-.005","174","+6.83","46"
"706",2005,"53","Memphis","CUSA","22-16","+12.17","107.8","79","95.7","42","66.9","129","-.058","290","+4.51","87"
"707",2005,"54","Charlotte 7","CUSA","21-8","+12.15","111.6","42","99.5","90","70.6","29","+.042","72","+3.68","100"
"708",2005,"55","Nevada 9","WAC","25-7","+12.11","104.0","144","91.8","13","65.7","189","+.045","68","+1.10","141"
"709",2005,"56","Arkansas","SEC","18-12","+11.98","106.2","108","94.2","29","65.4","199","-.063","297","+2.84","111"
"710",2005,"57","Clemson","ACC","16-16","+11.92","105.6","117","93.7","21","69.7","44","-.052","280","+9.70","14"
"711",2005,"58","UTEP 11","WAC","27-8","+11.62","112.7","32","101.1","130","65.9","172","+.015","125","-0.68","169"
"712",2005,"59","Notre Dame","BE","17-12","+11.54","109.9","57","98.3","79","64.3","239","-.041","265","+6.58","52"
"713",2005,"60","Southwest Missouri St.","MVC","19-13","+11.42","108.2","74","96.8","57","68.8","63","-.044","268","+5.06","79"
"714",2005,"61","Providence","BE","14-17","+11.36","111.2","47","99.8","98","68.7","65","-.092","318","+9.76","13"
"715",2005,"62","DePaul","CUSA","20-11","+11.29","111.8","41","100.5","117","62.5","295","-.000","159","+3.70","99"
"716",2005,"63","Western Michigan","MAC","20-13","+11.14","111.6","43","100.4","114","64.9","217","-.067","300","+3.27","105"
"717",2005,"64","Miami OH","MAC","19-11","+11.08","106.0","110","94.9","37","60.7","314","+.008","144","+5.09","78"
"718",2005,"65","Indiana","B10","15-14","+11.00","109.2","68","98.2","76","61.7","304","+.011","134","+9.93","12"
"719",2005,"66","Holy Cross","Pat","25-7","+10.97","104.7","131","93.8","22","63.5","268","+.012","132","-4.27","247"
"720",2005,"67","Miami FL","ACC","16-13","+10.83","111.4","45","100.5","118","64.4","237","-.006","178","+7.50","35"
"721",2005,"68","UCLA 11","P10","18-11","+10.74","107.8","80","97.1","58","69.2","49","+.036","87","+6.73","48"
"722",2005,"69","Stanford 8","P10","18-13","+10.63","106.6","103","95.9","45","67.1","121","+.049","61","+8.47","27"
"723",2005,"70","Arizona St.","P10","18-14","+10.32","111.1","48","100.8","123","68.6","73","-.050","277","+5.16","76"
"724",2005,"71","Kansas St.","B12","17-12","+10.14","109.9","54","99.8","99","63.4","275","-.012","192","+6.41","58"
"725",2005,"72","Akron","MAC","19-10","+10.10","106.0","111","95.9","44","66.2","162","-.014","198","+2.55","117"
"726",2005,"73","Old Dominion 12","CAA","28-6","+10.04","104.7","132","94.6","31","66.4","151","+.049","57","-3.20","217"
"727",2005,"74","Louisiana Lafayette 13","SB","20-11","+9.91","107.1","94","97.2","62","67.6","107","+.037","83","+2.67","114"
"728",2005,"75","Oral Roberts","MCon","25-8","+9.88","107.0","96","97.1","59","69.7","42","-.013","196","-2.52","202"
"729",2005,"76","Buffalo","MAC","23-10","+9.87","107.4","87","97.5","68","68.6","72","+.056","50","+3.27","104"
"730",2005,"77","Penn 13","Ivy","20-9","+9.60","102.1","181","92.5","17","68.2","83","+.034","91","-1.72","187"
"731",2005,"78","Saint Mary's 10","WCC","25-9","+9.41","106.8","100","97.4","64","64.9","220","+.080","20","+3.04","110"
"732",2005,"79","Washington St.","P10","12-16","+9.14","96.0","264","86.9","1","57.8","327","-.048","271","+8.67","22"
"733",2005,"80","Nebraska","B12","14-14","+9.13","105.2","122","96.1","48","64.9","218","-.082","313","+5.73","67"
"734",2005,"81","Xavier","A10","17-12","+9.05","111.5","44","102.4","158","63.1","284","-.087","316","+0.76","144"
"735",2005,"82","Tennessee","SEC","14-17","+8.89","110.0","53","101.1","131","65.0","212","-.052","281","+8.95","19"
"736",2005,"83","Kent St.","MAC","20-13","+8.65","106.6","101","98.0","74","65.4","202","+.001","156","+4.45","88"
"737",2005,"84","Temple","A10","16-14","+8.53","109.4","63","100.9","126","60.3","316","-.044","267","+4.94","80"
"738",2005,"85","Ohio 13","MAC","21-11","+8.29","109.8","58","101.5","138","65.7","187","+.042","70","+2.72","112"
"739",2005,"86","Western Kentucky","SB","22-9","+8.03","112.8","31","104.8","211","66.4","148","-.022","221","-0.33","158"
"740",2005,"87","Denver","SB","20-11","+7.98","107.9","76","99.9","103","66.6","143","-.054","284","+0.32","150"
"741",2005,"88","Toledo","MAC","16-13","+7.85","107.4","85","99.5","93","65.7","188","-.028","241","+4.17","92"
"742",2005,"89","Virginia","ACC","14-15","+7.47","107.1","93","99.7","96","68.0","91","+.059","46","+11.11","3"
"743",2005,"90","UNLV","MWC","17-14","+7.04","107.3","91","100.2","110","69.1","50","+.030","101","+6.03","64"
"744",2005,"91","Rice","WAC","19-12","+7.02","107.2","92","100.1","107","66.9","128","+.007","149","+2.55","116"
"745",2005,"92","Boston University","AE","20-9","+6.83","100.7","207","93.9","24","62.0","302","+.022","110","-3.28","220"
"746",2005,"93","Oregon","P10","14-13","+6.73","107.0","95","100.3","111","66.3","157","+.026","106","+7.00","43"
"747",2005,"94","Virginia Tech","ACC","16-14","+6.70","104.9","127","98.2","75","65.9","173","+.036","85","+7.47","37"
"748",2005,"95","Bucknell 14","Pat","23-10","+6.69","102.2","176","95.6","41","63.1","281","+.063","40","-2.34","198"
"749",2005,"96","Ball St.","MAC","15-13","+6.59","109.0","70","102.4","157","65.8","183","-.017","209","+4.33","91"
"750",2005,"97","TCU","CUSA","21-14","+6.59","103.2","157","96.6","54","68.0","92","+.047","63","+4.51","86"
"751",2005,"98","Marquette","CUSA","19-12","+6.57","109.6","62","103.0","171","61.2","309","+.051","53","+3.05","109"
"752",2005,"99","Cal St. Northridge","BW","18-13","+6.56","103.3","155","96.7","56","68.5","76","-.069","305","-0.92","174"
"753",2005,"100","Houston","CUSA","18-14","+6.55","106.4","105","99.8","101","66.3","155","+.037","82","+4.52","85"
"754",2005,"101","Missouri","B12","16-17","+6.37","104.2","141","97.8","70","64.1","246","+.049","60","+8.14","29"
"755",2005,"102","Florida St.","ACC","12-19","+6.24","105.1","125","98.9","84","65.4","198","-.067","302","+10.23","10"
"756",2005,"103","Hofstra","CAA","21-9","+6.18","107.3","90","101.1","132","66.7","134","+.021","112","-2.68","207"
"757",2005,"104","Drexel","CAA","17-12","+5.63","106.3","107","100.7","122","65.0","215","-.024","225","-0.36","160"
"758",2005,"105","St. John's","BE","9-18","+5.46","101.6","193","96.1","49","66.3","153","-.079","312","+8.58","24"
"759",2005,"106","Niagara 14","MAAC","20-10","+5.43","115.2","16","109.8","289","70.1","38","-.027","238","-3.52","230"
"760",2005,"107","Mississippi","SEC","14-17","+4.99","102.8","163","97.8","71","63.4","276","-.029","243","+6.30","59"
"761",2005,"108","Winthrop 14","BSth","27-6","+4.97","101.5","195","96.5","53","63.1","286","+.065","36","-7.69","289"
"762",2005,"109","Seton Hall","BE","12-16","+4.96","100.4","212","95.4","39","64.2","242","-.035","253","+6.46","56"
"763",2005,"110","Wyoming","MWC","15-13","+4.83","105.2","123","100.4","113","68.7","66","+.044","69","+4.54","84"
"764",2005,"111","Dayton","A10","18-11","+4.72","102.2","177","97.5","65","63.0","287","-.001","163","-1.00","177"
"765",2005,"112","Murray St.","OVC","17-11","+4.69","108.6","71","103.9","193","63.4","273","-.059","293","-2.65","206"
"766",2005,"113","Colorado","B12","14-16","+4.67","107.4","88","102.7","161","69.5","48","+.060","45","+8.50","26"
"767",2005,"114","Davidson","SC","23-9","+4.61","107.8","78","103.2","178","65.4","200","+.111","7","-0.46","162"
"768",2005,"115","USC","P10","12-17","+4.57","107.7","81","103.2","176","70.3","35","-.018","211","+7.11","41"
"769",2005,"116","Middle Tennessee","SB","19-12","+4.53","104.8","130","100.2","109","65.1","209","-.019","212","-1.38","182"
"770",2005,"117","Cal St. Fullerton","BW","21-11","+4.53","106.5","104","101.9","152","70.6","27","+.062","42","-0.51","164"
"771",2005,"118","San Diego","WCC","16-13","+4.25","107.6","82","103.4","182","70.5","31","-.001","164","+2.50","118"
"772",2005,"119","Northeastern","AE","21-10","+4.15","105.8","116","101.6","144","71.4","16","+.084","16","-2.47","200"
"773",2005,"120","Illinois St.","MVC","17-13","+4.11","105.9","112","101.8","150","63.7","262","+.057","49","+4.00","97"
"774",2005,"121","Oregon St.","P10","17-15","+4.10","107.0","97","102.9","167","68.2","82","+.063","41","+4.36","90"
"775",2005,"122","VCU","CAA","19-13","+4.04","105.6","118","101.5","139","65.6","191","-.034","252","-1.98","193"
"776",2005,"123","Purdue","B10","7-21","+3.97","105.9","114","101.9","151","63.3","277","-.100","323","+11.69","1"
"777",2005,"124","Northwestern","B10","15-16","+3.81","101.8","188","97.9","73","60.6","315","+.060","44","+6.64","49"
"778",2005,"125","San Francisco","WCC","17-14","+3.81","101.6","192","97.8","69","65.8","184","+.048","62","+3.16","106"
"779",2005,"126","Bradley","MVC","13-15","+3.73","102.4","172","98.6","81","70.4","33","+.009","141","+5.10","77"
"780",2005,"127","Hawaii","WAC","16-13","+3.68","105.3","119","101.7","145","64.7","227","-.037","258","+0.04","154"
"781",2005,"128","Michigan","B10","13-18","+3.68","103.5","152","99.8","100","62.2","299","-.026","232","+6.50","54"
"782",2005,"129","Santa Clara","WCC","15-16","+3.65","106.4","106","102.7","162","68.8","60","-.049","273","+2.22","121"
"783",2005,"130","SMU","WAC","14-14","+3.61","104.8","129","101.2","133","63.8","260","-.059","292","+1.38","137"
"784",2005,"131","Detroit","Horz","14-16","+3.59","103.1","160","99.5","91","59.7","321","-.070","308","+1.61","132"
"785",2005,"132","South Florida","CUSA","14-16","+3.33","103.2","156","99.9","102","66.6","140","-.070","306","+2.36","119"
"786",2005,"133","Bowling Green","MAC","18-11","+3.23","107.6","83","104.4","196","65.1","211","+.104","9","+2.67","113"
"787",2005,"134","Southeastern Louisiana 15","Slnd","24-9","+3.20","97.1","255","93.9","25","60.0","318","+.007","150","-4.75","258"
"788",2005,"135","Pepperdine","WCC","17-14","+3.12","107.8","77","104.7","207","69.0","52","+.030","99","+2.01","123"
"789",2005,"136","Illinois Chicago","Horz","15-14","+3.06","107.6","84","104.5","203","65.9","178","-.010","187","+1.72","130"
"790",2005,"137","Northern Illinois","MAC","11-17","+2.84","108.3","73","105.5","224","62.5","296","-.069","304","+4.03","95"
"791",2005,"138","Drake","MVC","13-16","+2.47","105.3","121","102.8","166","67.0","125","+.022","111","+4.89","81"
"792",2005,"139","IUPUI","MCon","16-13","+2.33","109.6","61","107.3","247","63.0","288","-.035","255","-1.25","181"
"793",2005,"140","George Mason","CAA","16-13","+2.12","108.4","72","106.3","233","65.9","176","-.039","262","-3.21","218"
"794",2005,"141","Rutgers","BE","10-19","+2.10","106.6","102","104.5","201","63.9","257","-.007","180","+10.63","7"
"795",2005,"142","Princeton","Ivy","15-13","+2.06","105.2","124","103.1","174","52.9","330","-.017","207","-0.56","166"
"796",2005,"143","Eastern Kentucky 15","OVC","22-9","+1.98","102.8","164","100.8","124","66.1","167","+.099","11","-3.87","239"
"797",2005,"144","California","P10","13-16","+1.76","102.0","184","100.2","108","66.2","158","+.029","102","+5.60","70"
"798",2005,"145","Butler","Horz","13-15","+1.70","109.6","60","107.9","263","58.1","326","-.119","326","-0.71","171"
"799",2005,"146","Arkansas Little Rock","SB","18-10","+1.69","102.6","168","100.9","127","63.3","279","+.129","4","+1.90","126"
"800",2005,"147","Portland","WCC","15-15","+1.54","104.9","128","103.3","181","65.3","205","-.022","219","+1.28","138"
"801",2005,"148","Colorado St.","MWC","11-17","+1.53","103.5","153","102.0","153","66.7","133","-.106","325","+4.01","96"
"802",2005,"149","Auburn","SEC","14-17","+1.53","106.8","99","105.3","222","67.6","108","+.064","39","+6.51","53"
"803",2005,"150","Louisiana Tech","WAC","14-15","+1.09","102.6","169","101.5","137","67.3","115","-.010","188","+0.71","145"
"804",2005,"151","Manhattan","MAAC","15-14","+0.64","103.9","146","103.3","179","65.8","182","-.058","288","-2.35","199"
"805",2005,"152","Evansville","MVC","11-17","+0.55","107.4","86","106.8","241","66.6","141","-.030","245","+3.14","107"
"806",2005,"153","Loyola Marymount","WCC","11-17","+0.54","98.8","231","98.2","77","67.7","101","-.037","257","+3.10","108"
"807",2005,"154","San Diego St.","MWC","11-18","+0.53","105.9","113","105.4","223","66.4","152","-.016","205","+6.02","65"
"808",2005,"155","Tennessee Tech","OVC","18-11","+0.43","101.3","199","100.8","125","67.6","106","+.008","142","-4.18","245"
"809",2005,"156","UNC Wilmington","CAA","19-10","+0.39","100.0","216","99.6","95","62.7","293","+.076","27","-3.30","223"
"810",2005,"157","BYU","MWC","9-21","+0.37","101.4","196","101.1","129","65.4","197","-.095","321","+7.41","38"
"811",2005,"158","Arkansas St.","SB","16-13","+0.34","105.8","115","105.5","225","68.4","78","-.026","235","-0.78","173"
"812",2005,"159","Richmond","A10","14-15","+0.34","104.1","142","103.8","189","65.9","171","+.065","37","+3.76","98"
"813",2005,"160","Indiana St.","MVC","11-20","+0.24","97.4","249","97.1","60","63.4","272","-.017","208","+5.24","74"
"814",2005,"161","Albany","AE","13-15","+0.22","103.6","150","103.4","183","65.1","210","-.121","328","-4.63","254"
"815",2005,"162","Southeast Missouri St.","OVC","15-14","+0.21","103.7","149","103.4","184","64.5","232","-.092","317","-1.54","185"
"816",2005,"163","College of Charleston","SC","18-10","+0.12","101.1","203","101.0","128","67.4","111","+.015","123","-6.28","271"
"817",2005,"164","Rider","MAAC","19-11","+0.08","107.3","89","107.2","246","66.2","164","+.049","58","-3.88","240"
"818",2005,"165","Chattanooga 15","SC","20-11","+0.03","98.9","229","98.8","82","67.6","109","+.059","47","-3.78","238"
"819",2005,"166","Saint Louis","CUSA","9-21","+0.01","94.7","282","94.7","34","59.8","319","-.058","289","+5.17","75"
"820",2005,"167","Sam Houston St.","Slnd","18-12","-0.06","97.4","248","97.5","66","71.3","17","-.003","170","-3.93","242"
"821",2005,"168","Fresno St.","WAC","16-14","-0.06","101.5","194","101.6","141","69.0","53","-.002","166","-0.30","157"
"822",2005,"169","Texas A&M Corpus Chris","ind","20-8","-0.22","104.5","136","104.8","210","66.5","145","+.049","59","-7.70","290"
"823",2005,"170","Loyola Chicago","Horz","13-17","-0.22","100.5","210","100.7","121","67.4","113","-.015","203","+2.13","122"
"824",2005,"171","Northwestern St.","Slnd","21-12","-0.36","103.7","148","104.1","194","67.9","97","+.074","28","-2.85","209"
"825",2005,"172","Wright St.","Horz","15-15","-0.52","104.6","135","105.1","218","61.1","310","+.023","109","+0.59","147"
"826",2005,"173","Georgia Southern","SC","18-13","-0.55","100.9","205","101.4","136","75.3","1","-.052","282","-4.83","259"
"827",2005,"174","Lamar","Slnd","18-11","-0.70","102.5","170","103.2","177","73.8","4","-.021","218","-3.89","241"
"828",2005,"175","Fairfield","MAAC","15-15","-0.71","102.3","174","103.0","172","63.2","280","-.038","261","-2.84","208"
"829",2005,"176","Green Bay","Horz","17-11","-0.87","104.3","139","105.2","219","65.9","174","+.132","3","-0.13","155"
"830",2005,"177","Tulsa","WAC","9-20","-1.10","99.5","222","100.6","119","69.5","47","-.170","330","+0.18","152"
"831",2005,"178","Oakland 16","MCon","13-19","-1.20","108.1","75","109.3","282","65.2","208","-.022","222","+1.99","124"
"832",2005,"179","Saint Peter's","MAAC","15-13","-1.32","104.2","140","105.6","227","72.8","11","-.014","200","-3.65","233"
"833",2005,"180","Massachusetts","A10","16-12","-1.56","99.0","227","100.6","120","63.6","266","+.136","2","+0.09","153"
"834",2005,"181","UMKC","MCon","16-12","-1.68","106.0","109","107.7","260","66.9","127","+.030","100","-2.87","210"
"835",2005,"182","Appalachian St.","SC","18-12","-1.84","102.0","183","103.8","190","67.1","119","+.007","148","-5.70","265"
"836",2005,"183","Austin Peay","OVC","13-19","-1.93","99.8","220","101.7","147","64.4","235","-.032","247","-0.65","168"
"837",2005,"184","New Orleans","SB","13-17","-1.94","103.1","161","105.0","217","64.2","241","+.003","153","+0.89","142"
"838",2005,"185","American","Pat","16-12","-1.95","101.8","187","103.7","187","63.9","256","+.041","73","-3.66","234"
